train_loss,val_loss,train_acc,val_acc,train_f1,val_f1
0.7166711923950597,0.6144161068257832,0.6661036283069364,0.737,0.6632161475575225,0.7353627761767041
0.5115196701727416,0.6147429049015045,0.7808537708945729,0.748,0.7808423098901779,0.7462640425386915
0.3552476382307839,0.7221666073042249,0.8576975387180275,0.744,0.8577846879763156,0.7420671718590086
0.24005861159217984,0.8506098465313987,0.910389154564998,0.736,0.9104097977320499,0.735654509097005
